class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
22716,22716,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"the train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
",4.5.2.7,0,0.210163365,0.07323232,,
30454,30454,"it shall be possible to prevent a train from entering a route for which it does not meet the required criteria.
",4.6.4.1a,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.210134443,0.25174826,,
7637,7637,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.210065553,0.1388889,,
38,38,"etcs shall provide the driver with information to allow him to drive the train safely.
",3.1.1.1a,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,0,0.21006162,0.25,,
36839,36839,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,0,0.210046958,0.10989011,,
345,345,"etcs shall be able to supervise train and shunting movements.
",3.1.1.1b,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.209979883,0.22619048,,
1817,1817,"etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems.
",3.7.1.1,the entry of driver identification and the selection of the language shall be possible.,4.1.2.14a,0,0.209967588,0.104761906,,
12938,12938,"the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer, when shunting is selected or when partial supervision information is received.
",4.1.5.5,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,0,0.209920372,0.21538462,,
6082,6082,"entering or overwriting data manually by the driver shall be possible but only when stationary.
",4.1.2.3a,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.209917254,0.21111111,,
38005,38005,"once the train starts reversing the ma shall be cancelled.
",4.9.10.8,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,0,0.209876311,0.24285714,,
3449,3449,"if an etcs equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped.
",3.9.1.4,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,0,0.209862891,0.10818713,,
18143,18143,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated
",4.3.9.3,0,0.20984854,0,,
3818,3818,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"in partial supervision the train shall be supervised according to train speed and distance data available.
",4.1.4.4a,0,0.209842173,0.116883114,,
7020,7020,"the system for train data entry shall provide for the input of other data required by stms connected to etcs. this may require additional items, not required for etcs, to be entered.
",4.1.2.13,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,0,0.209835223,0,,
16817,16817,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,0,0.209820527,0.19433199,,
8765,8765,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"partial supervision shall be selected either by the driver, or by information received from track-to-train transmission.
",4.1.4.1,0,0.209761059,0.097222224,,
29889,29889,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,"if the train is equipped with only one operational radio, passing from one rbc to another shall still be possible but might result in a performance penalty.
",4.9.12.3,0,0.209757663,0.20714286,,
36689,36689,"if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.
",4.9.10.4,"it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority.
",4.1.5.1b,0,0.209744387,0.14835165,,
38118,38118,"the train shall be able to automatically pass from one rbc area to another without driver intervention.
",4.9.12.1,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.20974417,0.20192307,,
11068,11068,"if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within 5 seconds
",4.1.4.2a,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.209723096,0.09090909,,
14997,14997,"the onboard shall be capable to switch to another etcs status when transmitted from trackside
",4.1.8.5,"if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
",4.6.4.1a,0,0.20971066,0.097222224,,
